benchmark,model,seed,fraction,n_hf,n_lf,n_train,pool,dim,fit_flops,predict_flops,ok
Polarizability,DNGO-Joint,43,0.7,11,58,69,1134,10,602738176,21917952,1
Polarizability,DNGO-Joint,43,1.0,16,83,99,1134,10,865438976,21917952,1
Polarizability,DNGO-Gradient,42,0.1,2,8,10,1134,10,100146176,21917952,1
Polarizability,DNGO-Gradient,42,0.3,5,25,30,1134,10,291692800,21917952,1
Polarizability,DNGO-Gradient,42,0.5,8,42,50,1134,10,483239424,21917952,1
Polarizability,DNGO-Gradient,42,0.7,11,58,69,1134,10,666520576,21917952,1
Polarizability,DNGO-Gradient,42,1.0,16,83,99,1134,10,958213376,21917952,1
Polarizability,DNGO-Gradient,43,0.1,2,8,10,1134,10,100146176,21917952,1
Polarizability,DNGO-Gradient,43,0.3,5,25,30,1134,10,291692800,21917952,1
Polarizability,DNGO-Gradient,43,0.5,8,42,50,1134,10,483239424,21917952,1
Polarizability,DNGO-Gradient,43,0.7,11,58,69,1134,10,666520576,21917952,1
Polarizability,DNGO-Gradient,43,1.0,16,83,99,1134,10,958213376,21917952,1
Polarizability,Knowledge Distillation,42,0.1,2,8,10,1134,10,51582976,21917952,1
Polarizability,Knowledge Distillation,42,0.3,5,25,30,1134,10,156524800,21917952,1
Polarizability,Knowledge Distillation,42,0.5,8,42,50,1134,10,261466624,21917952,1
Polarizability,Knowledge Distillation,42,0.7,11,58,69,1134,10,360894976,21917952,1
Polarizability,Knowledge Distillation,42,1.0,16,83,99,1134,10,517419776,21917952,1
Polarizability,Knowledge Distillation,43,0.1,2,8,10,1134,10,51582976,21917952,1
Polarizability,Knowledge Distillation,43,0.3,5,25,30,1134,10,156524800,21917952,1
Polarizability,Knowledge Distillation,43,0.5,8,42,50,1134,10,261466624,21917952,1
Polarizability,Knowledge Distillation,43,0.7,11,58,69,1134,10,360894976,21917952,1
Polarizability,Knowledge Distillation,43,1.0,16,83,99,1134,10,517419776,21917952,1
Polarizability,Domain Adaptation (MMD),42,0.1,2,8,10,1134,10,78845952,21917952,1
Polarizability,Domain Adaptation (MMD),42,0.3,5,25,30,1134,10,238297600,21917952,1
Polarizability,Domain Adaptation (MMD),42,0.5,8,42,50,1134,10,397749248,21917952,1
Polarizability,Domain Adaptation (MMD),42,0.7,11,58,69,1134,10,548964352,21917952,1
Polarizability,Domain Adaptation (MMD),42,1.0,16,83,99,1134,10,787261952,21917952,1
Polarizability,Domain Adaptation (MMD),43,0.1,2,8,10,1134,10,78845952,21917952,1
Polarizability,Domain Adaptation (MMD),43,0.3,5,25,30,1134,10,238297600,21917952,1
Polarizability,Domain Adaptation (MMD),43,0.5,8,42,50,1134,10,397749248,21917952,1
Polarizability,Domain Adaptation (MMD),43,0.7,11,58,69,1134,10,548964352,21917952,1
Polarizability,Domain Adaptation (MMD),43,1.0,16,83,99,1134,10,787261952,21917952,1
Polarizability,Soft Parameter Sharing,42,0.1,2,8,10,1134,10,66789376,21917952,1
Polarizability,Soft Parameter Sharing,42,0.3,5,25,30,1134,10,194540800,21917952,1
Polarizability,Soft Parameter Sharing,42,0.5,8,42,50,1134,10,322292224,21917952,1
Polarizability,Soft Parameter Sharing,42,0.7,11,58,69,1134,10,444530176,21917952,1
Polarizability,Soft Parameter Sharing,42,1.0,16,83,99,1134,10,639070976,21917952,1
Polarizability,Soft Parameter Sharing,43,0.1,2,8,10,1134,10,66789376,21917952,1
Polarizability,Soft Parameter Sharing,43,0.3,5,25,30,1134,10,194540800,21917952,1
Polarizability,Soft Parameter Sharing,43,0.5,8,42,50,1134,10,322292224,21917952,1
Polarizability,Soft Parameter Sharing,43,0.7,11,58,69,1134,10,444530176,21917952,1
Polarizability,Soft Parameter Sharing,43,1.0,16,83,99,1134,10,639070976,21917952,1
Polarizability,Pseudo-Labeling,42,0.1,2,8,10,1134,10,81579776,21917952,1
Polarizability,Pseudo-Labeling,42,0.3,5,25,30,1134,10,250252800,21917952,1
Polarizability,Pseudo-Labeling,42,0.5,8,42,50,1134,10,418925824,21917952,1
Polarizability,Pseudo-Labeling,42,0.7,11,58,69,1134,10,578338176,21917952,1
Polarizability,Pseudo-Labeling,42,1.0,16,83,99,1134,10,828590976,21917952,1
Polarizability,Pseudo-Labeling,43,0.1,2,8,10,1134,10,81579776,21917952,1
Polarizability,Pseudo-Labeling,43,0.3,5,25,30,1134,10,250252800,21917952,1
Polarizability,Pseudo-Labeling,43,0.5,8,42,50,1134,10,418925824,21917952,1
Polarizability,Pseudo-Labeling,43,0.7,11,58,69,1134,10,578338176,21917952,1
Polarizability,Pseudo-Labeling,43,1.0,16,83,99,1134,10,828590976,21917952,1
Polarizability,Adapter,42,0.1,2,8,10,1134,10,52222976,20176128,1
Polarizability,Adapter,42,0.3,5,25,30,1134,10,158124800,20176128,1
Polarizability,Adapter,42,0.5,8,42,50,1134,10,264026624,20176128,1
Polarizability,Adapter,42,0.7,11,58,69,1134,10,364414976,20176128,1
Polarizability,Adapter,42,1.0,16,83,99,1134,10,522539776,20176128,1
Polarizability,Adapter,43,0.1,2,8,10,1134,10,52222976,20176128,1
Polarizability,Adapter,43,0.3,5,25,30,1134,10,158124800,20176128,1
Polarizability,Adapter,43,0.5,8,42,50,1134,10,264026624,20176128,1
Polarizability,Adapter,43,0.7,11,58,69,1134,10,364414976,20176128,1
Polarizability,Adapter,43,1.0,16,83,99,1134,10,522539776,20176128,1
HOPV15,MFGP,42,0.1,2,15,17,240,10,1040400,2119152,1
HOPV15,MFGP,42,0.3,4,45,49,240,10,24605448,6936048,1
HOPV15,MFGP,42,0.5,8,74,82,240,10,100053120,13036032,1
HOPV15,MFGP,42,0.7,10,104,114,240,10,306211752,20049408,1
HOPV15,MFGP,42,1.0,15,149,164,240,10,637435200,33172608,1
HOPV15,MFGP,43,0.1,2,15,17,240,10,1300500,2119152,1
HOPV15,MFGP,43,0.3,4,45,49,240,10,21090384,6936048,1
HOPV15,MFGP,43,0.5,8,74,82,240,10,114644200,13036032,1
HOPV15,MFGP,43,0.7,10,104,114,240,10,286769736,20049408,1
HOPV15,MFGP,43,1.0,15,149,164,240,10,713927424,33172608,1
HOPV15,NARGP,42,0.1,2,15,17,240,10,456456,2076584,1
HOPV15,NARGP,42,0.3,4,45,49,240,10,6071152,6648416,1
HOPV15,NARGP,42,0.5,8,74,82,240,10,39266368,12146624,1
HOPV15,NARGP,42,0.7,10,104,114,240,10,76921584,18429800,1
HOPV15,NARGP,42,1.0,15,149,164,240,10,150398520,29741850,1
HOPV15,NARGP,43,0.1,2,15,17,240,10,435408,2076584,1
HOPV15,NARGP,43,0.3,4,45,49,240,10,6068336,6648416,1
HOPV15,NARGP,43,0.5,8,74,82,240,10,36816592,12146624,1
HOPV15,NARGP,43,0.7,10,104,114,240,10,70911360,18429800,1
HOPV15,NARGP,43,1.0,15,149,164,240,10,158657292,29741850,1
HOPV15,DKL Multi-Fidelity,42,0.1,2,15,17,240,10,304414000,7778768,1
HOPV15,DKL Multi-Fidelity,42,0.3,4,45,49,240,10,1070270000,13001680,1
HOPV15,DKL Multi-Fidelity,42,0.5,8,74,82,240,10,2299784000,18559408,1
HOPV15,DKL Multi-Fidelity,42,0.7,10,104,114,240,10,4120200000,24115120,1
HOPV15,DKL Multi-Fidelity,42,1.0,15,149,164,240,10,8674300000,33123920,1
HOPV15,DKL Multi-Fidelity,43,0.1,2,15,17,240,10,304414000,7778768,1
HOPV15,DKL Multi-Fidelity,43,0.3,4,45,49,240,10,1070270000,13001680,1
HOPV15,DKL Multi-Fidelity,43,0.5,8,74,82,240,10,2299784000,18559408,1
HOPV15,DKL Multi-Fidelity,43,0.7,10,104,114,240,10,4120200000,24115120,1
HOPV15,DKL Multi-Fidelity,43,1.0,15,149,164,240,10,8674300000,33123920,1
HOPV15,Sparse MFGP,42,0.1,2,15,17,240,10,104035000,2137036,1
HOPV15,Sparse MFGP,42,0.3,4,45,49,240,10,1784739000,4669388,1
HOPV15,Sparse MFGP,42,0.5,8,74,82,240,10,7659960000,9400136,1
HOPV15,Sparse MFGP,42,0.7,10,104,114,240,10,15316172000,12887528,1
HOPV15,Sparse MFGP,42,1.0,15,149,164,240,10,21739772000,12887528,1
HOPV15,Sparse MFGP,43,0.1,2,15,17,240,10,104035000,2137036,1
HOPV15,Sparse MFGP,43,0.3,4,45,49,240,10,1784739000,4669388,1
HOPV15,Sparse MFGP,43,0.5,8,74,82,240,10,7659960000,9400136,1
HOPV15,Sparse MFGP,43,0.7,10,104,114,240,10,15316172000,12887528,1
HOPV15,Sparse MFGP,43,1.0,15,149,164,240,10,21739772000,12887528,1
HOPV15,Sequential,42,0.1,2,15,17,240,10,90177280,4638720,1
HOPV15,Sequential,42,0.3,4,45,49,240,10,263056640,4638720,1
HOPV15,Sequential,42,0.5,8,74,82,240,10,437897728,4638720,1
HOPV15,Sequential,42,0.7,10,104,114,240,10,610777088,4638720,1
HOPV15,Sequential,42,1.0,15,149,164,240,10,877571328,4638720,1
HOPV15,Sequential,43,0.1,2,15,17,240,10,90177280,4638720,1
HOPV15,Sequential,43,0.3,4,45,49,240,10,263056640,4638720,1
HOPV15,Sequential,43,0.5,8,74,82,240,10,437897728,4638720,1
HOPV15,Sequential,43,0.7,10,104,114,240,10,610777088,4638720,1
HOPV15,Sequential,43,1.0,15,149,164,240,10,877571328,4638720,1
HOPV15,Progressive,42,0.1,2,15,17,240,10,46145280,4638720,1
HOPV15,Progressive,42,0.3,4,45,49,240,10,133712640,4638720,1
HOPV15,Progressive,42,0.5,8,74,82,240,10,223241728,4638720,1
HOPV15,Progressive,42,0.7,10,104,114,240,10,310809088,4638720,1
HOPV15,Progressive,42,1.0,15,149,164,240,10,446883328,4638720,1
HOPV15,Progressive,43,0.1,2,15,17,240,10,46145280,4638720,1
HOPV15,Progressive,43,0.3,4,45,49,240,10,133712640,4638720,1
HOPV15,Progressive,43,0.5,8,74,82,240,10,223241728,4638720,1
HOPV15,Progressive,43,0.7,10,104,114,240,10,310809088,4638720,1
HOPV15,Progressive,43,1.0,15,149,164,240,10,446883328,4638720,1
HOPV15,Curriculum,42,0.1,2,15,17,240,10,97671680,4638720,1
HOPV15,Curriculum,42,0.3,4,45,49,240,10,265038592,4638720,1
HOPV15,Curriculum,42,0.5,8,74,82,240,10,437264384,4638720,1
HOPV15,Curriculum,42,0.7,10,104,114,240,10,609677056,4638720,1
HOPV15,Curriculum,42,1.0,15,149,164,240,10,875809152,4638720,1
HOPV15,Curriculum,43,0.1,2,15,17,240,10,97671680,4638720,1
HOPV15,Curriculum,43,0.3,4,45,49,240,10,265038592,4638720,1
HOPV15,Curriculum,43,0.5,8,74,82,240,10,437264384,4638720,1
HOPV15,Curriculum,43,0.7,10,104,114,240,10,609677056,4638720,1
HOPV15,Curriculum,43,1.0,15,149,164,240,10,875809152,4638720,1
HOPV15,Two-Stage Joint,42,0.1,2,15,17,240,10,94184960,4638720,1
HOPV15,Two-Stage Joint,42,0.3,4,45,49,240,10,271214080,4638720,1
HOPV15,Two-Stage Joint,42,0.5,8,74,82,240,10,454061056,4638720,1
HOPV15,Two-Stage Joint,42,0.7,10,104,114,240,10,631090176,4638720,1
HOPV15,Two-Stage Joint,42,1.0,15,149,164,240,10,907974656,4638720,1
HOPV15,Two-Stage Joint,43,0.1,2,15,17,240,10,94184960,4638720,1
HOPV15,Two-Stage Joint,43,0.3,4,45,49,240,10,271214080,4638720,1
HOPV15,Two-Stage Joint,43,0.5,8,74,82,240,10,454061056,4638720,1
HOPV15,Two-Stage Joint,43,0.7,10,104,114,240,10,631090176,4638720,1
HOPV15,Two-Stage Joint,43,1.0,15,149,164,240,10,907974656,4638720,1
HOPV15,DNGO-Joint,42,0.1,2,15,17,240,10,146407680,4638720,1
HOPV15,DNGO-Joint,42,0.3,4,45,49,240,10,416797440,4638720,1
HOPV15,DNGO-Joint,42,0.5,8,74,82,240,10,701347328,4638720,1
HOPV15,DNGO-Joint,42,0.7,10,104,114,240,10,971737088,4638720,1
HOPV15,DNGO-Joint,42,1.0,15,149,164,240,10,1399747328,4638720,1
HOPV15,DNGO-Joint,43,0.1,2,15,17,240,10,146407680,4638720,1
HOPV15,DNGO-Joint,43,0.3,4,45,49,240,10,416797440,4638720,1
HOPV15,DNGO-Joint,43,0.5,8,74,82,240,10,701347328,4638720,1
HOPV15,DNGO-Joint,43,0.7,10,104,114,240,10,971737088,4638720,1
HOPV15,DNGO-Joint,43,1.0,15,149,164,240,10,1399747328,4638720,1
HOPV15,DNGO-Gradient,42,0.1,2,15,17,240,10,158004480,4638720,1
HOPV15,DNGO-Gradient,42,0.3,4,45,49,240,10,439991040,4638720,1
HOPV15,DNGO-Gradient,42,0.5,8,74,82,240,10,747734528,4638720,1
HOPV15,DNGO-Gradient,42,0.7,10,104,114,240,10,1029721088,4638720,1
HOPV15,DNGO-Gradient,42,1.0,15,149,164,240,10,1486723328,4638720,1
HOPV15,DNGO-Gradient,43,0.1,2,15,17,240,10,158004480,4638720,1
HOPV15,DNGO-Gradient,43,0.3,4,45,49,240,10,439991040,4638720,1
HOPV15,DNGO-Gradient,43,0.5,8,74,82,240,10,747734528,4638720,1
HOPV15,DNGO-Gradient,43,0.7,10,104,114,240,10,1029721088,4638720,1
HOPV15,DNGO-Gradient,43,1.0,15,149,164,240,10,1486723328,4638720,1
HOPV15,Knowledge Distillation,42,0.1,2,15,17,240,10,90177280,4638720,1
HOPV15,Knowledge Distillation,42,0.3,4,45,49,240,10,263056640,4638720,1
HOPV15,Knowledge Distillation,42,0.5,8,74,82,240,10,437897728,4638720,1
HOPV15,Knowledge Distillation,42,0.7,10,104,114,240,10,610777088,4638720,1
HOPV15,Knowledge Distillation,42,1.0,15,149,164,240,10,877571328,4638720,1
HOPV15,Knowledge Distillation,43,0.1,2,15,17,240,10,90177280,4638720,1
HOPV15,Knowledge Distillation,43,0.3,4,45,49,240,10,263056640,4638720,1
HOPV15,Knowledge Distillation,43,0.5,8,74,82,240,10,437897728,4638720,1
HOPV15,Knowledge Distillation,43,0.7,10,104,114,240,10,610777088,4638720,1
HOPV15,Knowledge Distillation,43,1.0,15,149,164,240,10,877571328,4638720,1
HOPV15,Domain Adaptation (MMD),42,0.1,2,15,17,240,10,136501760,4638720,1
HOPV15,Domain Adaptation (MMD),42,0.3,4,45,49,240,10,396551680,4638720,1
HOPV15,Domain Adaptation (MMD),42,0.5,8,74,82,240,10,661318656,4638720,1
HOPV15,Domain Adaptation (MMD),42,0.7,10,104,114,240,10,921368576,4638720,1
HOPV15,Domain Adaptation (MMD),42,1.0,15,149,164,240,10,1324397056,4638720,1
HOPV15,Domain Adaptation (MMD),43,0.1,2,15,17,240,10,136501760,4638720,1
HOPV15,Domain Adaptation (MMD),43,0.3,4,45,49,240,10,396551680,4638720,1
HOPV15,Domain Adaptation (MMD),43,0.5,8,74,82,240,10,661318656,4638720,1
HOPV15,Domain Adaptation (MMD),43,0.7,10,104,114,240,10,921368576,4638720,1
HOPV15,Domain Adaptation (MMD),43,1.0,15,149,164,240,10,1324397056,4638720,1
HOPV15,Soft Parameter Sharing,42,0.1,2,15,17,240,10,105383680,4638720,1
HOPV15,Soft Parameter Sharing,42,0.3,4,45,49,240,10,293469440,4638720,1
HOPV15,Soft Parameter Sharing,42,0.5,8,74,82,240,10,498723328,4638720,1
HOPV15,Soft Parameter Sharing,42,0.7,10,104,114,240,10,686809088,4638720,1
HOPV15,Soft Parameter Sharing,42,1.0,15,149,164,240,10,991619328,4638720,1
HOPV15,Soft Parameter Sharing,43,0.1,2,15,17,240,10,105383680,4638720,1
HOPV15,Soft Parameter Sharing,43,0.3,4,45,49,240,10,293469440,4638720,1
HOPV15,Soft Parameter Sharing,43,0.5,8,74,82,240,10,498723328,4638720,1
HOPV15,Soft Parameter Sharing,43,0.7,10,104,114,240,10,686809088,4638720,1
HOPV15,Soft Parameter Sharing,43,1.0,15,149,164,240,10,991619328,4638720,1
HOPV15,Pseudo-Labeling,42,0.1,2,15,17,240,10,146404480,4638720,1
HOPV15,Pseudo-Labeling,42,0.3,4,45,49,240,10,431719040,4638720,1
HOPV15,Pseudo-Labeling,42,0.5,8,74,82,240,10,715267328,4638720,1
HOPV15,Pseudo-Labeling,42,0.7,10,104,114,240,10,1000581888,4638720,1
HOPV15,Pseudo-Labeling,42,1.0,15,149,164,240,10,1436048128,4638720,1
HOPV15,Pseudo-Labeling,43,0.1,2,15,17,240,10,146404480,4638720,1
HOPV15,Pseudo-Labeling,43,0.3,4,45,49,240,10,431719040,4638720,1
HOPV15,Pseudo-Labeling,43,0.5,8,74,82,240,10,715267328,4638720,1
HOPV15,Pseudo-Labeling,43,0.7,10,104,114,240,10,1000581888,4638720,1
HOPV15,Pseudo-Labeling,43,1.0,15,149,164,240,10,1436048128,4638720,1
HOPV15,Adapter,42,0.1,2,15,17,240,10,90817280,4270080,1
HOPV15,Adapter,42,0.3,4,45,49,240,10,264336640,4270080,1
HOPV15,Adapter,42,0.5,8,74,82,240,10,440457728,4270080,1
HOPV15,Adapter,42,0.7,10,104,114,240,10,613977088,4270080,1
HOPV15,Adapter,42,1.0,15,149,164,240,10,882371328,4270080,1
HOPV15,Adapter,43,0.1,2,15,17,240,10,90817280,4270080,1
HOPV15,Adapter,43,0.3,4,45,49,240,10,264336640,4270080,1
HOPV15,Adapter,43,0.5,8,74,82,240,10,440457728,4270080,1
HOPV15,Adapter,43,0.7,10,104,114,240,10,613977088,4270080,1
HOPV15,Adapter,43,1.0,15,149,164,240,10,882371328,4270080,1
Matbench-Gap,MFGP,42,0.1,2,20,22,3347,10,2023120,496316392,1
Matbench-Gap,MFGP,42,0.3,3,60,63,3347,10,32387040,1438684254,1
Matbench-Gap,MFGP,42,0.5,5,100,105,3347,10,141296400,2427539310,1
Matbench-Gap,MFGP,42,0.7,7,139,146,3347,10,448147584,3415793224,1
Matbench-Gap,MFGP,42,1.0,10,199,209,3347,10,1576709376,4978503310,1
Matbench-Gap,MFGP,43,0.1,2,20,22,3347,10,2666840,496316392,1
Matbench-Gap,MFGP,43,0.3,3,60,63,3347,10,74490192,1438684254,1
Matbench-Gap,MFGP,43,0.5,5,100,105,3347,10,145221300,2427539310,1
Matbench-Gap,MFGP,43,0.7,7,139,146,3347,10,382792728,3415793224,1
Matbench-Gap,MFGP,43,1.0,10,199,209,3347,10,1330348536,4978503310,1
Matbench-Gap,NARGP,42,0.1,2,20,22,3347,10,1890112,495757744,1
Matbench-Gap,NARGP,42,0.3,3,60,63,3347,10,22472172,1436084136,1
Matbench-Gap,NARGP,42,0.5,5,100,105,3347,10,183968750,2420316760,1
Matbench-Gap,NARGP,42,0.7,7,139,146,3347,10,490517916,3401744806,1
Matbench-Gap,NARGP,42,1.0,10,199,209,3347,10,1740341720,4949767102,1
Matbench-Gap,NARGP,43,0.1,2,20,22,3347,10,1889440,495757744,1
Matbench-Gap,NARGP,43,0.3,3,60,63,3347,10,27367164,1436084136,1
Matbench-Gap,NARGP,43,0.5,5,100,105,3347,10,159311000,2420316760,1
Matbench-Gap,NARGP,43,0.7,7,139,146,3347,10,470142576,3401744806,1
Matbench-Gap,NARGP,43,1.0,10,199,209,3347,10,1123556544,4949767102,1
Matbench-Gap,DKL Multi-Fidelity,42,0.1,2,20,22,3347,10,404504000,986170528,1
Matbench-Gap,DKL Multi-Fidelity,42,0.3,3,60,63,3347,10,1525116000,1917244776,1
Matbench-Gap,DKL Multi-Fidelity,42,0.5,5,100,105,3347,10,3534102000,2871307032,1
Matbench-Gap,DKL Multi-Fidelity,42,0.7,7,139,146,3347,10,6757768000,3802925760,1
Matbench-Gap,DKL Multi-Fidelity,42,1.0,10,199,209,3347,10,15098590000,5234961624,1
Matbench-Gap,DKL Multi-Fidelity,43,0.1,2,20,22,3347,10,404504000,986170528,1
Matbench-Gap,DKL Multi-Fidelity,43,0.3,3,60,63,3347,10,1525116000,1917244776,1
Matbench-Gap,DKL Multi-Fidelity,43,0.5,5,100,105,3347,10,3534102000,2871307032,1
Matbench-Gap,DKL Multi-Fidelity,43,0.7,7,139,146,3347,10,6757768000,3802925760,1
Matbench-Gap,DKL Multi-Fidelity,43,1.0,10,199,209,3347,10,15098590000,5234961624,1
Matbench-Gap,Sparse MFGP,42,0.1,2,20,22,3347,10,203160000,324458528,1
Matbench-Gap,Sparse MFGP,42,0.3,3,60,63,3347,10,3616779000,379172782,1
Matbench-Gap,Sparse MFGP,42,0.5,5,100,105,3347,10,14180102000,467267636,1
Matbench-Gap,Sparse MFGP,42,0.7,7,139,146,3347,10,19405388000,467267636,1
Matbench-Gap,Sparse MFGP,42,1.0,10,199,209,3347,10,27683462000,467267636,1
Matbench-Gap,Sparse MFGP,43,0.1,2,20,22,3347,10,203160000,324458528,1
Matbench-Gap,Sparse MFGP,43,0.3,3,60,63,3347,10,3616779000,379172782,1
Matbench-Gap,Sparse MFGP,43,0.5,5,100,105,3347,10,14180102000,467267636,1
Matbench-Gap,Sparse MFGP,43,0.7,7,139,146,3347,10,19405388000,467267636,1
Matbench-Gap,Sparse MFGP,43,1.0,10,199,209,3347,10,27683462000,467267636,1
Matbench-Gap,Sequential,42,0.1,2,20,22,3347,10,117744640,64690816,1
Matbench-Gap,Sequential,42,0.3,3,60,63,3347,10,342021120,64690816,1
Matbench-Gap,Sequential,42,0.5,5,100,105,3347,10,570035200,64690816,1
Matbench-Gap,Sequential,42,0.7,7,139,146,3347,10,792535808,64690816,1
Matbench-Gap,Sequential,42,1.0,10,199,209,3347,10,1134556928,64690816,1
Matbench-Gap,Sequential,43,0.1,2,20,22,3347,10,117744640,64690816,1
Matbench-Gap,Sequential,43,0.3,3,60,63,3347,10,342021120,64690816,1
Matbench-Gap,Sequential,43,0.5,5,100,105,3347,10,570035200,64690816,1
Matbench-Gap,Sequential,43,0.7,7,139,146,3347,10,792535808,64690816,1
Matbench-Gap,Sequential,43,1.0,10,199,209,3347,10,1134556928,64690816,1
Matbench-Gap,Progressive,42,0.1,2,20,22,3347,10,59952640,64690816,1
Matbench-Gap,Progressive,42,0.3,3,60,63,3347,10,172773120,64690816,1
Matbench-Gap,Progressive,42,0.5,5,100,105,3347,10,287955200,64690816,1
Matbench-Gap,Progressive,42,0.7,7,139,146,3347,10,400375808,64690816,1
Matbench-Gap,Progressive,42,1.0,10,199,209,3347,10,573148928,64690816,1
Matbench-Gap,Progressive,43,0.1,2,20,22,3347,10,59952640,64690816,1
Matbench-Gap,Progressive,43,0.3,3,60,63,3347,10,172773120,64690816,1
Matbench-Gap,Progressive,43,0.5,5,100,105,3347,10,287955200,64690816,1
Matbench-Gap,Progressive,43,0.7,7,139,146,3347,10,400375808,64690816,1
Matbench-Gap,Progressive,43,1.0,10,199,209,3347,10,573148928,64690816,1
Matbench-Gap,Curriculum,42,0.1,2,20,22,3347,10,125239040,64690816,1
Matbench-Gap,Curriculum,42,0.3,3,60,63,3347,10,345824896,64690816,1
Matbench-Gap,Curriculum,42,0.5,5,100,105,3347,10,570942848,64690816,1
Matbench-Gap,Curriculum,42,0.7,7,139,146,3347,10,792191872,64690816,1
Matbench-Gap,Curriculum,42,1.0,10,199,209,3347,10,1133456896,64690816,1
Matbench-Gap,Curriculum,43,0.1,2,20,22,3347,10,125239040,64690816,1
Matbench-Gap,Curriculum,43,0.3,3,60,63,3347,10,345824896,64690816,1
Matbench-Gap,Curriculum,43,0.5,5,100,105,3347,10,570942848,64690816,1
Matbench-Gap,Curriculum,43,0.7,7,139,146,3347,10,792191872,64690816,1
Matbench-Gap,Curriculum,43,1.0,10,199,209,3347,10,1133456896,64690816,1
Matbench-Gap,Two-Stage Joint,42,0.1,2,20,22,3347,10,121799680,64690816,1
Matbench-Gap,Two-Stage Joint,42,0.3,3,60,63,3347,10,348387840,64690816,1
Matbench-Gap,Two-Stage Joint,42,0.5,5,100,105,3347,10,580646400,64690816,1
Matbench-Gap,Two-Stage Joint,42,0.7,7,139,146,3347,10,807382016,64690816,1
Matbench-Gap,Two-Stage Joint,42,1.0,10,199,209,3347,10,1155769856,64690816,1
Matbench-Gap,Two-Stage Joint,43,0.1,2,20,22,3347,10,121799680,64690816,1
Matbench-Gap,Two-Stage Joint,43,0.3,3,60,63,3347,10,348387840,64690816,1
Matbench-Gap,Two-Stage Joint,43,0.5,5,100,105,3347,10,580646400,64690816,1
Matbench-Gap,Two-Stage Joint,43,0.7,7,139,146,3347,10,807382016,64690816,1
Matbench-Gap,Two-Stage Joint,43,1.0,10,199,209,3347,10,1155769856,64690816,1
Matbench-Gap,DNGO-Joint,42,0.1,2,20,22,3347,10,187735040,64690816,1
Matbench-Gap,DNGO-Joint,42,0.3,3,60,63,3347,10,529566720,64690816,1
Matbench-Gap,DNGO-Joint,42,0.5,5,100,105,3347,10,882611200,64690816,1
Matbench-Gap,DNGO-Joint,42,0.7,7,139,146,3347,10,1227390208,64690816,1
Matbench-Gap,DNGO-Joint,42,1.0,10,199,209,3347,10,1756956928,64690816,1
Matbench-Gap,DNGO-Joint,43,0.1,2,20,22,3347,10,187735040,64690816,1
Matbench-Gap,DNGO-Joint,43,0.3,3,60,63,3347,10,529566720,64690816,1
Matbench-Gap,DNGO-Joint,43,0.5,5,100,105,3347,10,882611200,64690816,1
Matbench-Gap,DNGO-Joint,43,0.7,7,139,146,3347,10,1227390208,64690816,1
Matbench-Gap,DNGO-Joint,43,1.0,10,199,209,3347,10,1756956928,64690816,1
Matbench-Gap,DNGO-Gradient,42,0.1,2,20,22,3347,10,199331840,64690816,1
Matbench-Gap,DNGO-Gradient,42,0.3,3,60,63,3347,10,546961920,64690816,1
Matbench-Gap,DNGO-Gradient,42,0.5,5,100,105,3347,10,911603200,64690816,1
Matbench-Gap,DNGO-Gradient,42,0.7,7,139,146,3347,10,1267979008,64690816,1
Matbench-Gap,DNGO-Gradient,42,1.0,10,199,209,3347,10,1814940928,64690816,1
Matbench-Gap,DNGO-Gradient,43,0.1,2,20,22,3347,10,199331840,64690816,1
Matbench-Gap,DNGO-Gradient,43,0.3,3,60,63,3347,10,546961920,64690816,1
Matbench-Gap,DNGO-Gradient,43,0.5,5,100,105,3347,10,911603200,64690816,1
Matbench-Gap,DNGO-Gradient,43,0.7,7,139,146,3347,10,1267979008,64690816,1
Matbench-Gap,DNGO-Gradient,43,1.0,10,199,209,3347,10,1814940928,64690816,1
Matbench-Gap,Knowledge Distillation,42,0.1,2,20,22,3347,10,117744640,64690816,1
Matbench-Gap,Knowledge Distillation,42,0.3,3,60,63,3347,10,342021120,64690816,1
Matbench-Gap,Knowledge Distillation,42,0.5,5,100,105,3347,10,570035200,64690816,1
Matbench-Gap,Knowledge Distillation,42,0.7,7,139,146,3347,10,792535808,64690816,1
Matbench-Gap,Knowledge Distillation,42,1.0,10,199,209,3347,10,1134556928,64690816,1
Matbench-Gap,Knowledge Distillation,43,0.1,2,20,22,3347,10,117744640,64690816,1
Matbench-Gap,Knowledge Distillation,43,0.3,3,60,63,3347,10,342021120,64690816,1
Matbench-Gap,Knowledge Distillation,43,0.5,5,100,105,3347,10,570035200,64690816,1
Matbench-Gap,Knowledge Distillation,43,0.7,7,139,146,3347,10,792535808,64690816,1
Matbench-Gap,Knowledge Distillation,43,1.0,10,199,209,3347,10,1134556928,64690816,1
Matbench-Gap,Domain Adaptation (MMD),42,0.1,2,20,22,3347,10,177684480,64690816,1
Matbench-Gap,Domain Adaptation (MMD),42,0.3,3,60,63,3347,10,513623040,64690816,1
Matbench-Gap,Domain Adaptation (MMD),42,0.5,5,100,105,3347,10,856038400,64690816,1
Matbench-Gap,Domain Adaptation (MMD),42,0.7,7,139,146,3347,10,1190217216,64690816,1
Matbench-Gap,Domain Adaptation (MMD),42,1.0,10,199,209,3347,10,1703840256,64690816,1
