benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,calib_budget,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
Park-Fav,Pseudo-Labeling,42,2.051277131164388e-07,4,55,2.051277131164388e-07,428.927,9.5,0.5084420371175441,2.4472412573915725,0.4365482233502539,4.583633802204374,3.2238751915100337,197
Park-Fav,Soft Parameter Sharing,48,0.9061440243658865,4,55,0.9061440243658865,513.6,9.5,0.35811277759895627,2.411114102489241,0.4548223350253807,4.433264094476758,2.777579656408675,197
Park-Fav,Soft Parameter Sharing,50,0.9061440243658865,4,55,0.9061440243658865,508.66,9.5,0.5102371353448208,2.406872913327919,0.42944162436548233,4.398956224195403,2.3832756267193265,197
Park-Fav,Soft Parameter Sharing,51,0.9061440243658865,4,55,0.9061440243658865,515.632,9.5,0.47969056676765454,2.4484890765262555,0.4289340101522844,4.592517354811736,2.645679778324305,197
Park-Fav,Pseudo-Labeling,43,1.087312731383618e-07,4,55,1.087312731383618e-07,436.164,9.5,0.48256674381557335,2.3814414274190048,0.43959390862944164,4.290953353144964,3.666966029646317,197
Park-Fav,Pseudo-Labeling,44,2.051277131164388e-07,4,55,2.051277131164388e-07,439.716,9.5,0.35247600419738967,2.398728498028521,0.4593908629441624,4.379011094286828,3.3098218969622146,197
Park-Fav,Pseudo-Labeling,45,1.1281375602258802e-07,4,55,1.1281375602258802e-07,452.15,9.5,0.3934537034323993,2.385476612847078,0.44822335025380705,4.317844277828584,3.720108642518631,197
Park-Fav,Pseudo-Labeling,46,2.586872597596253e-07,4,55,2.586872597596253e-07,430.03,9.5,0.4533568520514141,2.3904631394228555,0.4461928934010152,4.334126351455061,3.645282901078472,197
Park-Fav,Pseudo-Labeling,47,0.9061440243658865,4,55,0.9061440243658865,432.956,9.5,0.4173771389669526,2.4018957436998605,0.4593908629441624,4.388747189184575,2.7477832536181346,197
Park-Fav,Pseudo-Labeling,48,0.9061440243658865,4,55,0.9061440243658865,425.146,9.5,0.4171104404339847,2.429945117974518,0.4522842639593908,4.5128985792944,2.795952897305793,197
Park-Fav,Pseudo-Labeling,50,1.137312731133618e-07,4,55,1.137312731133618e-07,452.308,9.5,0.5543824217542948,2.4235109200128235,0.42233502538071077,4.468471778229141,2.460096551842444,197
Park-Fav,Pseudo-Labeling,51,0.9061440243658865,4,55,0.9061440243658865,453.724,9.5,0.5346349491696232,2.4668021287112616,0.42538071065989846,4.672793623708279,2.8181631327612457,197
Park-Fav,Adapter,42,2.572322875232211e-07,4,55,2.572322875232211e-07,445.222,9.5,0.43392617716516724,2.4385754101640758,0.44873096446700506,4.551744831383831,4.796226058179708,197
Park-Fav,Adapter,43,1.1161802446987618e-07,4,55,1.1161802446987618e-07,434.207,9.5,0.34027666543105883,2.374236257217248,0.46446700507614214,4.273700102817573,7.107874043840244,197
Park-Fav,Pseudo-Labeling,49,2.586872597596253e-07,4,55,2.586872597596253e-07,469.772,9.5,0.39421406272745735,2.4756477567055293,0.4522842639593908,4.72789137644048,2.478098459643749,197
Park-Fav,Adapter,44,3.3632925193023966,4,55,3.3632925193023966,418.139,9.5,0.41444607881355466,2.426976938200949,0.4527918781725888,4.4996448963029145,4.351237223406794,197
Park-Fav,Adapter,45,2.102000468462257,4,55,2.102000468462257,427.113,9.5,0.3864791711151786,2.3842532703507846,0.4522842639593908,4.313384988625485,8.673417142452545,197
Park-Fav,Adapter,46,1.1161802446987618e-07,4,55,1.1161802446987618e-07,414.849,9.5,0.43871241791306287,2.3879655272207296,0.4477157360406091,4.324739715257139,6.363197377826998,197
Park-Fav,Adapter,47,0.9061440243658865,4,55,0.9061440243658865,400.186,9.5,0.46669250169648974,2.409868919999047,0.4436548223350255,4.41851399108089,4.171067624103735,197
Park-Fav,Adapter,48,0.9061440243658865,4,55,0.9061440243658865,321.29,9.5,0.3497508249073074,2.4299018589322667,0.465989847715736,4.518827579149868,5.14264469174337,197
